"","country","iso3code","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"37","Cayman Islands","CYM",NA,NA,NA,NA,NA,NA,NA,98.8678207397461,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Central African Republic","CAF",50.6451683044434,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7526092529297,NA,NA,NA,NA,NA,NA
"39","Chad","TCD",25.6542091369629,NA,NA,NA,28.3814296722412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.0029907226563,22.3115501403809
"40","Channel Islands","CHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Chile","CHL",NA,NA,95.7166213989258,NA,NA,NA,NA,NA,98.6490097045898,98.5536804199219,NA,96.703010559082,NA,96.2670593261719,NA,NA,NA
"42","China","CHN",90.9202117919922,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.1244812011719,NA,NA,NA,NA,NA,NA
"43","Colombia","COL",NA,NA,NA,NA,92.8037796020508,92.8486633300781,92.2996826171875,92.6517868041992,93.3781814575195,93.2446899414063,93.3723297119141,93.5805282592773,NA,NA,94.1862487792969,94.2450485229492,NA
"44","Comoros","COM",68.4892272949219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.1961402893066,NA,NA,NA,NA
"45","Congo, Dem. Rep.","COD",NA,67.1729888916016,NA,NA,NA,NA,NA,61.2055511474609,NA,NA,NA,NA,75.0171890258789,NA,NA,NA,77.0426788330078
"46","Congo, Rep.","COG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.3111724853516,NA,NA,NA,NA,NA
"47","Costa Rica","CRI",94.8681869506836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.4065780639648,NA,NA,NA,NA,NA
"48","Cote d'Ivoire","CIV",48.7407608032227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.9816284179688,NA,43.9084205627441,NA,NA
"49","Croatia","HRV",NA,98.1466827392578,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.125358581543,NA,NA,NA,NA,NA
"50","Cuba","CUB",NA,NA,99.799072265625,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.7525329589844,NA,NA,NA,NA
"51","Curacao","CUW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Cyprus","CYP",NA,96.8036270141602,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.6784286499023,NA,NA,NA,NA,NA
"53","Czech Republic","CZE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Denmark","DNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Djibouti","DJI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Dominica","DMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Dominican Republic","DOM",NA,NA,86.996467590332,NA,NA,NA,NA,88.2444610595703,NA,NA,89.5387268066406,90.1063766479492,90.1551818847656,90.8581466674805,91.7637634277344,91.9912109375,NA
"58","Ecuador","ECU",NA,90.9840316772461,NA,NA,NA,NA,NA,84.1927185058594,NA,84.2069625854492,91.8540420532227,91.5868988037109,92.0647277832031,93.2946319580078,94.2226409912109,94.4556579589844,94.350227355957
"59","Egypt, Arab Rep.","EGY",NA,NA,NA,NA,NA,71.4088592529297,66.3699111938477,NA,NA,NA,72.0478515625,NA,73.865592956543,75.0607299804688,NA,NA,NA
"60","El Salvador","SLV",NA,NA,NA,NA,NA,NA,83.5594635009766,82.0286331176758,83.951301574707,84.1028900146484,84.4927215576172,85.4939880371094,NA,86.767578125,NA,87.9698486328125,NA
"61","Equatorial Guinea","GNQ",88.3082962036133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Eritrea","ERI",NA,NA,52.5139503479004,NA,NA,NA,NA,NA,64.662971496582,NA,NA,NA,NA,NA,NA,NA,NA
"63","Estonia","EST",99.7671966552734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.8857879638672,NA,NA,NA,NA,NA
"64","Eswatini","SWZ",81.6606979370117,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.0982894897461,NA,NA,NA,NA,NA,NA
"65","Ethiopia","ETH",NA,NA,NA,NA,35.9000015258789,29.8203392028809,NA,38.995979309082,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Faroe Islands","FRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Fiji","FJI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Finland","FIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","France","FRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","French Polynesia","PYF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Gabon","GAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.2837982177734,NA,NA,NA,NA
"72","Gambia, The","GMB",36.8177299499512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9500503540039,NA,NA,NA
"73","Georgia","GEO",NA,NA,99.6523513793945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5861892700195,NA,NA
"74","Germany","DEU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Ghana","GHA",57.8974685668945,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.4970703125,NA,NA,NA,NA,NA,NA
"76","Gibraltar","GIB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Greece","GRC",NA,95.9943618774414,NA,NA,NA,93.0443115234375,NA,93.9315490722656,NA,93.9051132202148,NA,97.1287536621094,NA,NA,NA,NA,NA
"78","Greenland","GRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA
"79","Grenada","GRD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Guam","GUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Guatemala","GTM",NA,NA,69.1017303466797,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.2648620605469,77.0386734008789,81.2858963012695,NA,NA
"82","Guinea","GIN",NA,NA,NA,29.7040195465088,NA,NA,NA,NA,NA,NA,25.3077392578125,NA,NA,NA,32.0038604736328,NA,NA
"83","Guinea-Bissau","GNB",41.3577690124512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5811614990234,NA,NA
"84","Guyana","GUY",NA,NA,NA,NA,NA,NA,NA,NA,NA,84.994010925293,NA,NA,NA,NA,85.6397323608398,NA,NA
"85","Haiti","HTI",NA,NA,NA,58.7439002990723,NA,NA,48.6850204467773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Honduras","HND",NA,80.0110321044922,NA,NA,NA,NA,NA,83.5889892578125,NA,NA,84.7553634643555,85.1232986450195,85.3555526733398,85.4644165039063,87.1975326538086,87.9068298339844,88.9874801635742
"87","Hong Kong SAR, China","HKG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Hungary","HUN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Iceland","ISL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","India","IND",NA,61.0145606994629,NA,NA,NA,NA,62.7544708251953,NA,NA,NA,NA,69.3025588989258,NA,NA,NA,NA,NA
"91","Indonesia","IDN",NA,NA,NA,NA,90.3847885131836,NA,91.9822692871094,NA,92.1922988891602,92.5817031860352,NA,92.8119125366211,NA,NA,95.1162185668945,95.2179336547852,95.3769683837891
"92","Iran, Islamic Rep.","IRN",NA,NA,77,NA,NA,82.4412002563477,82.3313217163086,NA,82.9623031616211,NA,NA,NA,83.6259918212891,84.6268005371094,84.7052383422852,NA,NA
"93","Iraq","IRQ",74.0522003173828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6832809448242,NA,NA,NA
"94","Ireland","IRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Isle of Man","IMN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Israel","ISR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Italy","ITA",NA,98.416618347168,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.8482818603516,NA,NA,NA,NA,NA
"98","Jamaica","JAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Japan","JPN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Jordan","JOR",NA,NA,NA,89.8923187255859,NA,91.1307525634766,NA,92.199577331543,NA,NA,92.5510406494141,95.9044494628906,97.8903198242188,NA,NA,NA,NA
"101","Kazakhstan","KAZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,99.7324066162109,99.7816314697266,NA,NA,NA,NA,NA,NA
"102","Kenya","KEN",82.2290802001953,NA,NA,NA,NA,NA,NA,72.1570281982422,NA,NA,NA,NA,NA,NA,78.733039855957,NA,NA
"103","Kiribati","KIR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Korea, Dem. People’s Rep.","PRK",NA,NA,NA,NA,NA,NA,NA,NA,99.9981918334961,NA,NA,NA,NA,NA,NA,NA,NA
"105","Korea, Rep.","KOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Kosovo","XKX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Kuwait","KWT",NA,NA,NA,NA,NA,93.2744598388672,93.2821197509766,93.664192199707,93.8983001708984,NA,94.4690093994141,NA,95.5131683349609,95.585823059082,NA,95.6854476928711,NA
"108","Kyrgyz Republic","KGZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,99.2434310913086,NA,NA,NA,NA,NA,NA,NA
"109","Lao PDR","LAO",69.583122253418,68.7343902587891,NA,NA,NA,72.702262878418,NA,NA,NA,NA,NA,58.2879409790039,NA,NA,NA,NA,NA
"110","Latvia","LVA",99.7465667724609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.8958969116211,NA,NA,NA,NA,NA
"111","Lebanon","LBN",NA,NA,NA,NA,NA,NA,NA,89.6124420166016,NA,91.1841888427734,NA,NA,NA,NA,NA,NA,NA
"112","Lesotho","LSO",86.2544326782227,NA,NA,NA,NA,NA,NA,NA,NA,75.8002014160156,NA,NA,NA,NA,76.6352005004883,NA,NA
"113","Liberia","LBR",NA,NA,NA,NA,NA,NA,NA,42.9410781860352,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Libya","LBY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Liechtenstein","LIE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Lithuania","LTU",NA,99.645751953125,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.8155975341797,NA,NA,NA,NA,NA
"117","Luxembourg","LUX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Macao SAR, China","MAC",NA,91.2953720092773,NA,NA,NA,NA,93.4997482299805,NA,NA,NA,NA,95.6400375366211,NA,NA,NA,NA,96.5384902954102
"119","Macedonia, FYR","MKD",NA,NA,96.1289291381836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Madagascar","MDG",70.6861724853516,NA,NA,NA,NA,NA,NA,NA,NA,64.4809112548828,NA,NA,71.5726165771484,NA,NA,NA,NA
"121","Malawi","MWI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.3097190856934,NA,NA,NA,65.1453704833984,62.1435394287109,NA
"122","Malaysia","MYS",88.6877593994141,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.1178894042969,NA,NA,NA,NA,NA,NA
"123","Maldives","MDV",NA,NA,NA,NA,NA,NA,98.3979034423828,NA,NA,NA,NA,NA,NA,NA,98.6101226806641,NA,NA
"124","Mali","MLI",NA,NA,NA,24,NA,NA,26.176549911499,NA,NA,NA,31.0997505187988,33.5609397888184,NA,NA,NA,33.0688896179199,NA
"125","Malta","MLT",NA,NA,NA,NA,NA,92.3630905151367,NA,NA,NA,NA,NA,93.3073577880859,NA,NA,NA,NA,NA
"126","Marshall Islands","MHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.2650833129883,NA,NA,NA,NA,NA
"127","Mauritania","MRT",51.2076797485352,NA,NA,NA,NA,NA,NA,45.5037803649902,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Mauritius","MUS",84.303092956543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.2498397827148,91.7660064697266,91.4900283813477,92.4747619628906,92.7076034545898,NA
"129","Mexico","MEX",90.5356216430664,NA,90.2746505737305,NA,90.953742980957,91.6302719116211,91.7345199584961,92.7951736450195,92.9255981445313,93.4418792724609,93.0689392089844,93.5199813842773,94.228401184082,93.9628524780273,94.5558776855469,94.472282409668,NA
"130","Micronesia, Fed. Sts.","FSM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Moldova","MDA",96.6538009643555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.138313293457,NA,NA,NA,NA
"132","Monaco","MCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Mongolia","MNG",97.7688522338867,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.2570037841797,NA,NA,NA,NA,NA,NA
"134","Montenegro","MNE",NA,NA,NA,97.7734603881836,NA,NA,NA,NA,NA,NA,NA,98.4422073364258,NA,NA,NA,NA,NA
"135","Morocco","MAR",NA,NA,NA,NA,52.3062591552734,NA,NA,NA,55.1479187011719,56.0836715698242,NA,67.0841598510742,69.4253921508789,NA,NA,NA,NA
"136","Mozambique","MOZ",NA,NA,NA,48.1588401794434,NA,NA,NA,NA,NA,50.5838088989258,NA,NA,NA,NA,NA,NA,NA
"137","Myanmar","MMR",89.9417572021484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.5512008666992
"138","Namibia","NAM",NA,84.9442596435547,NA,NA,NA,NA,NA,76.4865875244141,NA,NA,NA,88.2746276855469,NA,NA,NA,NA,NA
"139","Nauru","NRU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Nepal","NPL",NA,48.6089706420898,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.6272506713867,NA,NA,NA,NA,NA
"141","Netherlands","NLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","New Caledonia","NCL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","New Zealand","NZL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Nicaragua","NIC",NA,76.677131652832,NA,NA,NA,78.0029830932617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Niger","NER",NA,14.3760404586792,NA,NA,NA,28.672420501709,NA,NA,NA,NA,NA,NA,15.4567003250122,NA,NA,NA,NA
"146","Nigeria","NGA",NA,NA,NA,54.7731781005859,NA,NA,NA,NA,51.0776596069336,NA,NA,NA,NA,NA,NA,NA,NA
"147","Northern Mariana Islands","MNP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Norway","NOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Oman","OMN",NA,NA,NA,81.3633117675781,NA,NA,NA,NA,86.6211395263672,NA,86.9390029907227,NA,NA,NA,91.981201171875,93.0386123657227,NA
"150","Pakistan","PAK",NA,NA,NA,NA,NA,49.8736381530762,54.1512107849121,NA,55.5263710021973,54.8926391601563,55.3751907348633,54.7380218505859,56.7643394470215,55.5949897766113,56.9771499633789,NA,NA
"151","Palau","PLW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5031280517578,NA,96.5937423706055,NA
"152","Panama","PAN",91.8996200561523,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.0941162109375,NA,NA,NA,NA,NA,NA
"153","Papua New Guinea","PNG",57.34326171875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Paraguay","PRY",NA,NA,NA,NA,NA,NA,NA,94.558219909668,93.2920837402344,93.7542419433594,93.8709182739258,NA,NA,NA,94.6167221069336,95.0727005004883,NA
"155","Peru","PER",NA,NA,NA,NA,87.6698532104492,87.9086685180664,88.6993408203125,89.5908126831055,NA,NA,NA,NA,93.8417282104492,NA,93.7079467773438,94.1623382568359,94.1736679077148
"156","Philippines","PHL",92.6000595092773,NA,NA,92.590690612793,NA,NA,NA,NA,95.4200973510742,NA,NA,NA,NA,96.3980026245117,NA,NA,NA
"157","Poland","POL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Portugal","PRT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.47705078125,NA,NA,NA,NA,NA
"159","Puerto Rico","PRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.9652328491211,NA,NA,NA,NA,NA,NA
"160","Qatar","QAT",NA,NA,NA,NA,88.9623870849609,NA,NA,93.0827407836914,93.9897308349609,94.7242889404297,96.2837371826172,96.406867980957,96.6785888671875,97.4778518676758,97.7466888427734,NA,NA
"161","Romania","ROU",NA,NA,97.2975921630859,NA,NA,NA,NA,NA,NA,NA,NA,98.6042861938477,NA,NA,NA,NA,NA
"162","Russian Federation","RUS",NA,NA,99.4409713745117,NA,NA,NA,NA,NA,NA,NA,99.6842727661133,NA,NA,NA,NA,NA,NA
"163","Rwanda","RWA",64.8886032104492,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.8522720336914,NA,68.3310317993164,NA,NA,NA,NA
"164","Samoa","WSM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.973258972168,NA,NA,NA,NA,NA
"165","San Marino","SMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","Sao Tome and Principe","STP",NA,84.9085083007813,NA,NA,NA,NA,NA,NA,69.5363922119141,NA,NA,NA,90.1430969238281,NA,NA,NA,NA
"167","Saudi Arabia","SAU",79.3509368896484,NA,NA,NA,82.8577423095703,NA,NA,NA,NA,NA,NA,NA,NA,94.4263381958008,NA,NA,NA
"168","Senegal","SEN",NA,NA,39.2752494812012,NA,NA,NA,41.8911514282227,NA,NA,49.6951293945313,NA,52.0519599914551,NA,42.8175010681152,NA,NA,NA
"169","Serbia","SRB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.9624099731445,NA,NA,NA,NA,98.8415069580078
"170","Seychelles","SYC",NA,NA,91.8364562988281,NA,NA,NA,NA,NA,NA,NA,93.954231262207,NA,NA,NA,NA,NA,NA
"171","Sierra Leone","SLE",NA,NA,NA,NA,34.826789855957,NA,NA,NA,NA,NA,NA,NA,NA,32.4261703491211,NA,NA,NA
"172","Singapore","SGP",92.5494003295898,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.8573303222656,96.1860809326172,96.3697891235352,96.5480804443359,96.7166595458984,96.8254928588867,97.0495910644531
"173","Sint Maarten (Dutch part)","SXM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Slovak Republic","SVK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Slovenia","SVN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Solomon Islands","SLB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Somalia","SOM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","South Africa","ZAF",NA,NA,NA,NA,NA,NA,NA,88.7172470092773,NA,92.8948593139648,92.8773193359375,93.1021423339844,93.7294692993164,NA,94.1399002075195,94.367919921875,NA
"179","South Sudan","SSD",NA,NA,NA,NA,NA,NA,NA,NA,26.8312797546387,NA,NA,NA,NA,NA,NA,NA,NA
"180","Spain","ESP",NA,NA,NA,NA,97.1651229858398,97.7506866455078,NA,97.9388427734375,97.6306076049805,97.6792678833008,97.7489013671875,97.7837524414063,97.8945388793945,98.0791320800781,98.0937194824219,98.1432571411133,98.2505111694336
"181","Sri Lanka","LKA",NA,90.682746887207,NA,NA,NA,NA,90.8088302612305,NA,90.5579528808594,NA,91.1813583374023,NA,NA,NA,NA,NA,NA
"182","St. Kitts and Nevis","KNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","St. Lucia","LCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
